Name,Score,Genres,English name,Type,Episodes,Aired,Studios,Source,Ranked,Popularity,sypnopsis,pop_group,rank_group,NumScores,new_anime_index,title,anime_url
Detective Conan Movie 17: Private Eye in the Distant Sea,7.7,"Adventure, Mystery, Comedy, Police, Shounen",Unknown,Movie,One episode,Recent,TMS Entertainment,Manga,1020,3065,"The warship Aegis Destroyer is conducting public exercises in Maizuru Bay where, coincidentally, a suspicious foreign ship was recently spotted. Conan Edogawa, Ran Mouri, Kogorou Mouri, Sonoko Suzuki, and the Detective Boys all receive a ticket to attend this event. However, while the ongoing military operations are underway, one of the crew members comes across a lieutenant's severed left arm. Conan later discovers that a foreign spy may have infiltrated the warship to obtain classified information by any means necessary. If the information were to leak, Japan's line of defense would be exposed, leaving the country unprotected from hostile attack. With the help of the police at sea while other friends and allies investigate on the mainland, Conan must now prevent this national crisis and identify the spy for the sake of Japan.",Top100+,Top100+,15961,6279,Detective Conan Movie 17: Private Eye in the Distant Sea,https://myanimelist.net/anime/14735/Detective_Conan_Movie_17__Private_Eye_in_the_Distant_Sea
Keroro Gunsou,7.7,"Comedy, Mecha, Parody, Sci-Fi, Shounen",Sgt. Frog,TV,Very long,Old,Sunrise,Manga,1030,2012,"Unsuspecting inhabitants of the planet Earth are going about their business, enjoying a bright and particularly beautiful sunny day, when a young Japanese boy spots a shiny object falling from the sky... Has an alien invasion finally begun? Elsewhere in Japan, Keroro , frog sergeant and leader of the Space Invasion Army Special Tactics Platoon of the 58th Planet in the Gamma Planetary System, has discovered the perfect hideout. He infiltrates the home of the Hinata family in an attempt to establish a headquarters that he and his troops could use to prepare for world domination... but earthlings Fuyuki and Natsumi Hinata are too much for him to handle! Natsumi instinctively calls them out of hiding, leaving the hapless sergeant no option but to reveal his secret identity. The two siblings soon welcome the sergeant to their home, all thanks to Fuyuki’s generos—err... curiosity. The Sergeant has successfully infiltrated his first target area! Or has he? Join Keroro Gunsou in his dastardly attempt to take over the world!",Top100+,Top100+,27263,471,Keroro Gunsou,https://myanimelist.net/anime/516/Keroro_Gunsou
Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",King From Now On!,TV,Med-long,Old,Studio Deen,Light novel,1032,1513,"Kyou kara Maou! revolves around Yuri Shibuya, your average Japanese teenager. One day, Yuri sees a classmate being harassed by bullies. Thanks to this intervention, his friend is able to escape, but unfortunately Yuri becomes the new target of the bullies in the process and gets his head shoved into a toilet. But instead of water, the toilet contains a swirling portal that sucks him into another world, largely resembling medieval Europe. There, he is told that he will become the next Demon King due to his black hair and black eyes, traits only possessed by the demon's royal lineage. Yuri's arrival is met with some skepticism by some of the demons, who view him as unworthy to be their king. However, after Yuri wins a duel by utilizing his magical powers, the demons slowly begin to acknowledge him as their monarch. Yuri must now learn what it takes be a true Demon King, as he tries to keep the peace between demons and humans in this strange new realm.",Top100+,Top100+,36005,218,Kyou kara Maou!,https://myanimelist.net/anime/251/Kyou_kara_Maou
Bishoujo Senshi Sailor Moon R: The Movie,7.7,"Drama, Magic, Romance, Shoujo",Sailor Moon R:The Movie - The Promise of the Rose,Movie,One episode,Very old,Toei Animation,Manga,1016,2215,hen Mamoru was little he gave a rose to a little boy named Fiore. Fiore promised that one day he would bring Mamoru lots of flowers. Now Fiore has come back to earth but his intentions are not merely to fulfil a promise... (Source: ANN),Top100+,Top100+,29532,486,Bishoujo Senshi Sailor Moon R: The Movie,https://myanimelist.net/anime/531/Bishoujo_Senshi_Sailor_Moon_R__The_Movie
Go! Princess Precure,7.7,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",Unknown,TV,Med-long,New,Toei Animation,Original,1032,4479,"Once upon a time, there was a little girl who desperately wanted to become a princess just like the ones in her picture book. Other children made fun of her childish wishes, but she never stopped believing. One day, a boy who looked like a prince appeared, asking her if she would like to be a princess. He gave the girl magical charm to make her wish come true. That little girl, Haruka Haruno, is now a thirteen-year-old attending Noble Academy, a junior high boarding school. Her school life is interrupted by two fairies, Pafu and Aroma, who give her a Princess Perfume, which mysteriously matches the charm she was given eight years ago! Turns out, Haruka is one of the Princess Precures, and must team up with Cure Mermaid and Cure Twinkle in Go! Princess Precure in order to defeat the dark witch Dyspear before she brings the the Hope Kingdom and Haruka's world to a nightmareish end!",Top100+,Top100+,4574,8791,Go! Princess Precure,https://myanimelist.net/anime/28669/Go_Princess_Precure
Giovanni no Shima,7.7,"Drama, Historical",Giovanni's Island,Movie,One episode,Recent,Production I.G,Original,1024,3303,"In the aftermath of the most devastating conflict mankind had ever experienced, the tiny island of Shikotan became part of the Sakhalin Oblast... and on the unhealed border in this remote corner of the world, friendship among children from two different countries timidly blossomed, striving to overcome language barriers and the waves of history. Inspired by true events. On August 15th, they told us we had lost the war. At that time, we did not really understand. Then one day, everything changed. Many soldiers, wearing uniforms we had never seen before, arrived on the island. That was the day I met Tanya. (Source: Production I.G)",Top100+,Top100+,7985,7065,Giovanni no Shima,https://myanimelist.net/anime/19115/Giovanni_no_Shima
Drifters: Special Edition,7.7,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",Unknown,OVA,One episode,New,Hoods Drifters Studio,Manga,1022,3116,Bundled with the fifth manga volume.,Top100+,Top100+,13280,10518,Drifters: Special Edition,https://myanimelist.net/anime/33032/Drifters__Special_Edition
K: Missing Kings,7.7,"Action, Super Power, Supernatural",K:Missing Kings,Movie,One episode,Recent,GoHands,Original,1029,711,"It's been a year since the disappearance of Shiro, the Silver King; Kurou Yatogami and Neko have been diligent in their search, but to no end. Their investigation leads to a run-in with members of the now disbanded Red Clan HOMRA—Rikio Kamamoto and Anna Kushina—being pursued by the Green Clan, who desire Anna's powers for their own ends. Now, the members of Scepter 4 are called upon alongside Kurou and Neko in order to rescue Anna, the mascot, and only female member of the ruined Red Clan, from the enemy's clutches and hopefully find Shiro using the young girl's powers. Amidst crisis, the group is forced into a power struggle when the Green Clan threatens to overtake the Gold King's domain. The second step in the K Project series, K: Missing Kings , continues the story of a young boy caught up in a psychic war between seven kings, and showcases each character's struggles after the losses of their respective Kings.",Top100+,Top100+,100583,6639,K: Missing Kings,https://myanimelist.net/anime/16904/K__Missing_Kings
Doraemon (1979),7.7,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Doraemon,TV,Very long,Very old,Shin-Ei Animation,Manga,1021,2598,"Nobita Nobi is a normal fourth grade student. This all changes, however, when a blue robotic cat appears from his desk drawer. Calling himself Doraemon, this robot tells Nobita that his future descendants from the 22nd century live in poverty because of all the mistakes he made. Therefore, they have sent Doraemon to serve as a guide and mentor to Nobita, so that their future may change for the better. What Doraemon comes to learn, though, is that Nobita is the weakest and laziest student in the whole school. To assist in his quest, Doraemon has a four-dimensional pocket with him, in which he keeps various machines and gadgets from the future. Unfortunately, these often result in even more trouble for Nobita. Will Doraemon really be able to achieve his mission of changing Nobita, or will he remain as he is?",Top100+,Top100+,22962,2090,Doraemon (1979),https://myanimelist.net/anime/2471/Doraemon_1979
Inuyashiki,7.7,"Action, Drama, Psychological, Sci-Fi, Seinen",Inuyashiki:Last Hero,TV,Short,New,MAPPA,Manga,1029,318,"Ichirou Inuyashiki is a 58-year-old family man who is going through a difficult time in his life. Though his frequent back problems are painful, nothing hurts quite as much as the indifference and distaste that his wife and children have for him. Despite this, Ichirou still manages to find solace in Hanako, an abandoned Shiba Inu that he adopts into his home. However, his life takes a turn for the worse when a follow-up physical examination reveals that Ichirou has stomach cancer and only three months to live; though he tries to be strong, his family's disinterest causes an emotional breakdown. Running off into a nearby field, Ichirou embraces his dog and weeps—until he notices a strange figure standing before him. Suddenly, a bright light appears and Ichirou is enveloped by smoke and dust. When he comes to, he discovers something is amiss—he has been reborn as a mechanized weapon wearing the skin of his former self. Though initially shocked, the compassionate Ichirou immediately uses his newfound powers to save a life, an act of kindness that fills him with happiness and newfound hope. However, the origins of these strange powers remain unclear. Who was the mysterious figure at the site of the explosion, and are they as kind as Ichirou when it comes to using this dangerous gift?",Top100+,Top100+,208796,11276,Inuyashiki,https://myanimelist.net/anime/34542/Inuyashiki
Chi's Sweet Home,7.7,"Comedy, Slice of Life",Unknown,TV,Long,Modern,Madhouse,Manga,1017,2134,"One day, a small kitten named Chi is found by a young boy named Youhei and his mother. They decide to bring her back to their home to live with them despite their apartment's rules against keeping any pets. Chi, Youhei, and Youhei's parents cherish their time together as they make new friends, good memories, and have fun times together. These short adventures revolve around the daily life of Chi and her family, in addition to the many friends that they make along the way. No matter what trouble Chi ends up getting into, she knows that her family will always love her!",Top100+,Top100+,23700,2950,Chi's Sweet Home,https://myanimelist.net/anime/3841/Chis_Sweet_Home
Akage no Anne,7.7,"Slice of Life, Historical, Drama",Anne of Green Gables,TV,Med-long,Very old,Nippon Animation,Novel,1012,3492,"fe isn't easy for Anne Shirley, an 11-year-old orphan with a vast imagination and a short temper. In a twist of fate, she gets taken into the Cuthbert house in Avonlea. The elderly occupants Marilla and Matthew Cuthbert were looking for a young boy to help in the fields, but they're in for quite a shock when they realize Anne is a girl. Adapted from the acclaimed classic by L. M. Montgomery, Akage no Anne portrays Anne's upbringing from 11 to 17 years of age and her encounters and separations with various people. Only time will tell what major decision Anne has to make that will change her life forever.",Top100+,Top100+,6745,250,Akage no Anne,https://myanimelist.net/anime/283/Akage_no_Anne
Hachimitsu to Clover Specials,7.7,"Comedy, Drama, Josei, Romance, Slice of Life",Honey and Clover Specials,Special,Short,Modern,J.C.Staff,Manga,1026,3119,Two side stories: Chapter L (or chapter 25) about Lohmeyer/Romaiya senpai. Chapter F (or chapter 26) about Miwako finding ways to make fun of Yamazaki. (Source: momento),Top100+,Top100+,14768,590,Hachimitsu to Clover Specials,https://myanimelist.net/anime/644/Hachimitsu_to_Clover_Specials
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.7,"Action, Drama, Military, Sci-Fi, Space",Legend of the Galactic Heroes:Die Neue These,TV,Short,New,Production I.G,Novel,1030,1928,"For over a century and a half, two interstellar states have wrested for control of the Milky Way. The Galactic Empire, an absolute monarchy ruled by Kaiser Friedrich IV and an entrenched nobility, seeks to suppress the rebels daring to oppose the inviolable crown. The Free Planets Alliance, a representative democracy led by a corrupt High Council, degenerates as its elected leaders⁠ use war and conflict as a way to win popular support. But this long-standing stalemate between the Empire and the Alliance ends with the rise of two opposing military geniuses. Reinhard von Lohengramm, a minor noble and High Admiral of the Empire through his strategic brilliance and his sister's position as the favored concubine of the Kaiser, dreams of conquering the galaxy and uniting mankind under his iron fist. Meanwhile, Yang Wen-li of the Alliance, an avid historian and reluctant commodore hailed as the Hero of El Facil, uses his tactical prowess to navigate around his leaders' incompetence—and to carve the path to lasting peace. As the war rages on, Reinhard and Yang each strive for their ideals and to secure their place among the stars as the leaders of a new era of galactic heroes.",Top100+,Top100+,25546,9833,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,https://myanimelist.net/anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou
Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,TV,Med,Very old,Sunrise,Original,1037,1157,"Hitomi Kanzaki is just an ordinary 15-year-old schoolgirl with an interest in tarot cards and fortune telling, but one night, a boy named Van Fanel suddenly appears from the sky along with a vicious dragon. Thanks to a premonition from Hitomi, Van successfully kills the dragon, but a pillar of light appears and envelopes them both. As a result, Hitomi finds herself transported to the world of Gaea, a mysterious land where the Earth hangs in the sky. In this new land, Hitomi soon discovers that Van is a prince of the Kingdom of Fanelia, which soon falls under attack by the evil empire of Zaibach. In an attempt to fight them off, Van boards his family's ancient guymelef Escaflowne—a mechanized battle suit—but fails to defeat them, and Fanelia ends up destroyed. Now on the run, Hitomi and Van encounter a handsome Asturian knight named Allen Schezar, whom Hitomi is shocked to find looks exactly like her crush from Earth. With some new allies on their side, Van and Hitomi fight back against the forces of Zaibach as the empire strives to revive an ancient power.",Top100+,Top100+,57616,159,Tenkuu no Escaflowne,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,7.7,"Action, Drama, Military, Sci-Fi, Space",Star Blazers:Space Battleship Yamato 2202,OVA,Med,New,Xebec,Original,1019,3889,"Three years since the return of the legendary Space Battleship Yamato, Earth has begun rebuilding itself and has made peace with the Gamilans. However, this recovery comes at the cost of utilizing the forbidden Wave Motion technology. Meanwhile, the notorious former crew members of the Yamato, who have each gone their separate ways, receive a psychic message from the mysterious Goddess Teresa. She urges them to return to their beloved ship and travel to the distant planet Terezart. They are promised a revolutionary power to combat the unprecedented threat of the relentless Gatlantis Empire, who are approaching Earth with all but innocent intentions. Unable to resist her plea, the crew reassembles and sets sail on another perilous intergalactic voyage, one that will test their sheer courage and versatility in the face of an even greater foe.",Top100+,Top100+,4776,10539,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi
Hana yori Dango,7.7,"Drama, Romance, School, Shoujo",Hana Yori Dango,TV,Med-long,Very old,Toei Animation,Manga,1027,2293,"akino Tsukushi, a girl who comes from a poor family, just wants to get through her two last years at Eitoku Gakuen quietly. But once she makes herself known by standing up for her friend to the F4, the four most popular, powerful, and rich boys at the school, she gets the red card: F4's way of a ""Declaration of War."" But when she doesn't let herself be beaten by them and is starting to fall for one of the F4, Hanazawa Rui, she starts to see that there is more than meets the eye... (Source: ANN)",Top100+,Top100+,20622,85,Hana yori Dango,https://myanimelist.net/anime/106/Hana_yori_Dango
Arashi no Yoru ni,7.7,"Adventure, Comedy, Drama, Fantasy",Unknown,Movie,One episode,Modern,Group TAC,Book,1016,3706,"story about a goat and a wolf who become friends on a stormy night, and how they overcome differences and hardships. (Source: ANN)",Top100+,Top100+,9093,1702,Arashi no Yoru ni,https://myanimelist.net/anime/1961/Arashi_no_Yoru_ni
Mairimashita! Iruma-kun,7.7,"Comedy, Demons, Supernatural, Fantasy, School, Shounen",Welcome to Demon School! Iruma-kun,TV,Short-med,New,Bandai Namco Pictures,Manga,1042,751,"Fourteen-year-old Iruma Suzuki has been unfortunate all his life, having to work to earn money for his irresponsible parents despite being underage. One day, he finds out that his parents sold him to the demon Sullivan. However, Iruma's worries about what will become of him are soon relieved, for Sullivan merely wants a grandchild, pampering him and making him attend the demon school Babyls. At first, Iruma tries to keep a low profile in fear of his peers discovering that he is human. Unfortunately, this ends up being more difficult than he expected. It turns out that Sullivan himself is the chairman of the school, and everyone expects him to become the next Demon King! Iruma immediately finds himself in an outrageous situation when he has to chant a forbidden spell in front of the entire school. With this, Iruma instantly earns a reputation he does not want. Even so, he is bound to be roped into more bizarre circumstances.",Top100+,Top100+,100972,14013,Mairimashita! Iruma-kun,https://myanimelist.net/anime/39196/Mairimashita_Iruma-kun
Ojamajo Doremi Na-i-sho,7.7,"Comedy, Fantasy, Magic, Shoujo",Unknown,OVA,Short-med,Old,Toei Animation,Unknown,1033,5396,"Na-i-sho is a 13 episode OAV series detailing the summer between the ~motto~ and the Dokkaan season. It is a bit more mature than the TV seasons, and looks to develop each of the five witches romantically. Hana is back to a baby, and the mahou shop is a bakery. (Source: ANN)",Top100+,Top100+,3432,1205,,
Ichigo Mashimaro Encore,7.7,"Comedy, Slice of Life",Strawberry Marshmallow Encore,OVA,Short,Modern,Daume,4-koma manga,1036,3838,Ichigo Mashimaro encore is a two-episode OVA continues onwards from the previous set of OVAs of Ichigo Mashimaro.,Top100+,Top100+,9698,3332,Ichigo Mashimaro Encore,https://myanimelist.net/anime/4811/Ichigo_Mashimaro_Encore
Working!!,7.7,"Comedy, Romance, Seinen, Slice of Life",Wagnaria!!,TV,Short-med,Recent,A-1 Pictures,4-koma manga,1044,375,"Due to his love for small, cute things, Souta Takanashi cannot turn childlike Popura Taneshima down when she recruits him to work for Wagnaria, a family restaurant located in Hokkaido. Takanashi takes particular joy in doting on the older Popura, which only fuels her complex over how young she looks. He also quickly learns he must stay on his toes once he meets the rest of his colleagues, including the katana-wielding floor chief Yachiyo Todoroki, the intimidating head chef Jun Satou, the dangerously well-informed and subtly sadistic sous chef Hiroomi Souma, the adamantly lazy manager Kyouko Shirafuji, and the waitress Mahiru Inami who has a ""painful"" fear of men. Powered by an eccentric cast, Working!! is a unique workplace comedy that follows the never-dull happenings within the walls of Wagnaria as Takanashi and his co-workers' quirky personalities combine to create non-stop antics, shenanigans, and hilarity.",Top100+,Top100+,175716,4162,Working!!,https://myanimelist.net/anime/6956/Working
Seikai no Senki III,7.7,"Action, Military, Romance, Sci-Fi, Space",Unknown,OVA,Short,Modern,Sunrise,Light novel,1015,4103,"Jinto and Lafiel were riding on a light-armed transport ship ""Bokbrusue"" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, ""Daiichi Jyuurin Sentai"" (the First Devastation Fleet), formed with the new ship type ""Attack Vessel"", travelled to the Hyde System for drilling practices, but... (Source: ANN)",Top100+,Top100+,8068,362,Seikai no Senki III,https://myanimelist.net/anime/398/Seikai_no_Senki_III
D4DJ: First Mix,7.7,Music,D4DJ First Mix,TV,Short-med,New,SANZIGEN,Original,1018,4575,media mix project by Bushiroad.,Top100+,Top100+,4426,14309,D4DJ: First Mix,https://myanimelist.net/anime/39681/D4DJ__First_Mix
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,"Adventure, Comedy, Fantasy, Shounen",One Piece:Baron Omatsuri and the Secret Island,Movie,One episode,Modern,Toei Animation,Manga,1033,1864,"""If you are a pirate among pirates among pirates among pirates, then gather your steadfast crew of friends and set sail for our island."" Upon finding an advertisement with these words on it for Omatsuri Island, the only recreational resort on the Grand Line, Monkey D. Luffy and his Straw Hat Crew set out for it immediately. Enticed by the island's casinos, spas, beautiful women, and exquisite cuisine, the crew are eager to relax and enjoy themselves. Much to their disappointment though, they are told upon arrival that they will first have to pass Baron Omatsuri's ""Ordeals of Hell."" Once they complete this series of challenges, they will be able to enjoy the resort. However, problems begin to surface the longer they stay on the island. As strange events continue to unfold, the Straw Hat Crew find themselves at odds with one another, disagreeing at every turn. Will the Straw Hat Crew be able to figure out the truth behind Omatsuri Island, or will they fall apart from infighting first?",Top100+,Top100+,38670,423,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,https://myanimelist.net/anime/464/One_Piece_Movie_6__Omatsuri_Danshaku_to_Himitsu_no_Shima
Bishoujo Senshi Sailor Moon R,7.69,"Demons, Magic, Romance, Shoujo",Sailor Moon R,TV,Med,Very old,Toei Animation,Manga,1051,1213,"Usagi Tsukino and her friends have been living peacefully until they are called into action again as Sailor Guardians, planetary warriors fighting for the peace of the galaxy. Usagi, also known as Sailor Moon, leads their group into battle when a new threat from beyond the stars presents itself: two survivors of an alien race, An and Ail. In order to save the source of their life force, the Makai Tree, An and Ail begin harvesting energy from unsuspecting humans. The Sailor Guardians must stop their plot or face the annihilation of Earth. But as one threat subsides, another follows—this time in the form of a little girl from the future who seeks the source of Sailor Moon's power to save her family. However, she is not the only one vying for it, as a group known as the Black Moon Clan also wishes to obtain the power and use it for nefarious purposes. In order to protect their destinies and the harmony of the universe, Sailor Moon and the rest of the Sailor Guardians must fight to stop these forces from succeeding.",Top100+,Top100+,68359,661,Bishoujo Senshi Sailor Moon R,https://myanimelist.net/anime/740/Bishoujo_Senshi_Sailor_Moon_R
Taiyou no Ko Esteban,7.69,"Adventure, Historical, Sci-Fi",The Mysterious Cities of Gold,TV,Med,Very old,Studio Pierrot,Novel,1064,4958,"1532. Esteban, age 12 is a foundling from Barcelona, with a mysterious power of ordering the Sun to appear, for which he is called ""Child of the Sun."" Upon the death of his adoptive father, Esteban learns he was rescued as a baby from a sinking ship in the ocean. The mysterious medallion that Esteban wears since ever has a trace somewhere in the New World, probably coming from the Mysterious Cities of Gold. Esteban leaves Spain to find his parents and find out who he is. On the way he meets Zia, an Inca girl who was kidnapped from her people years back and has exactly the same medallion as him. Later on, they are joined by Tao, a young Galapagos robinson, the last descendant of the Empire of Heva, an Empire said to have built the Cities of Gold. Following Coyolite, the shining star represented on their medallions, the three children travel through the unexplored New World, searching for the Cities of Gold, believing that this way is leading them to their lost parents. (Source: ANN)",Top100+,Top100+,4300,1135,Taiyou no Ko Esteban,https://myanimelist.net/anime/1279/Taiyou_no_Ko_Esteban
Bounen no Xamdou,7.69,"Action, Military, Sci-Fi, Adventure",Xam'd:Lost Memories,ONA,Med,Modern,Bones,Original,1055,1234,"Sentan Island is a small island surrounded by the Yuden Sea. It exists in a state of dreamlike tranquility, cut off from the war between the Northern Government and the Southern Continent Free Zone. Our hero, Akiyuki Takehara, lives on Sentain Island along with his mother Fusa. He is currently separated from his father, the town doctor Ryuzo, but the bond between father and son remains. One day, after taking Ryuzo the lunch that Fusa has made for him as usual, Akiyuki arrives at school, where he is caught up in an explosion along with his friends, Haru and Furuichi. The explosion produces a mysterious light, which enters Akiyuki's arm, causing him excruciating pain. He's given no time to understand it, however, as the white-haired girl who rode on the bus with him guides him to a power unlike anything he's ever known.",Top100+,Top100+,52920,3114,Bounen no Xamdou,https://myanimelist.net/anime/4177/Bounen_no_Xamdou
Tenshi no Tamago,7.69,"Fantasy, Dementia, Drama",Angel's Egg,OVA,One episode,Very old,Studio Deen,Original,1065,1516,"In a desolate and dark world full of shadows, lives one little girl who seems to do nothing but collect water in jars and protect a large egg she carries everywhere. A mysterious man enters her life... and they discuss the world around them. (Source: ANN)",Top100+,Top100+,36992,777,Tenshi no Tamago,https://myanimelist.net/anime/885/Tenshi_no_Tamago
Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Fruits Basket,TV,Med,Old,Studio Deen,Manga,1058,314,"fter the accident in which she lost her mother, 16-year-old Tooru moves in with her grandfather, but due to his home being renovated, is unable to continue living with him. Claiming she will find someone to stay with but also fearing the criticism of her family and not wanting to burden any of her friends, Tooru resorts to secretly living on her own in a tent in the woods. One night on her way back from work, she finds her tent buried underneath a landslide. Yuki Souma, the ""prince"" of her school, and his cousin Shigure Souma, a famous author, stumble across Tooru's situation and invite her to stay with them until her grandfather's home renovations are complete. Upon arriving at the Souma house, Tooru discovers their secret: if a Souma is hugged by someone of the opposite gender, they temporarily transform into one of the animals of the zodiac! However, this strange phenomenon is no laughing matter; rather, it is a terrible curse that holds a dark history. As she continues her journey, meeting more members of the zodiac family, will Tooru's kindhearted yet resilient nature be enough to prepare her for what lies behind the Souma household's doors?",Top100+,Top100+,233327,99,Fruits Basket,https://myanimelist.net/anime/120/Fruits_Basket
Kuroko no Basket NG-shuu,7.69,"Comedy, School, Shounen, Sports",Kuroko's Basketball Specials,Special,Short,Recent,Production I.G,Unknown,1065,2151,"mated bloopers, based on the extra section of the original manga series, included with the BD/DVD series for Kuroko no Basket (both limited and normal editions).",Top100+,Top100+,27767,6375,Kuroko no Basket NG-shuu,https://myanimelist.net/anime/15487/Kuroko_no_Basket_NG-shuu
"Yuru Yuri,",7.69,"Slice of Life, Comedy, School, Shoujo Ai",Unknown,OVA,One episode,New,Lay-duce,Manga,1052,3626,"kari Akaza, Chinatsu Yoshikawa, Kyouko Toshinou, and Yui Funami return to commemorate an exciting occasion! Despite their initial bizarre celebration ideas, they decide to hold a party at their Amusement Club room. With the help of friends from the Student Council, they start preparing for the big day—with a surprise planned for a special someone. Join the girls as they work together to create an enjoyable and memorable party, all the while interacting with one another with their cute and unique quirks.",Top100+,Top100+,6118,13142,"Yuru Yuri,",https://myanimelist.net/anime/37773/Yuru_Yuri
Sidonia no Kishi,7.69,"Action, Mecha, Sci-Fi, Seinen, Space",Knights of Sidonia,TV,Short,Recent,Polygon Pictures,Manga,1047,755,"fter destroying Earth many years ago, the alien race Gauna has been pursuing the remnants of humanity—which, having narrowly escaped, fled across the galaxy in a number of giant seed ships. In the year 3394, Nagate Tanikaze surfaces from his lifelong seclusion deep beneath the seed ship Sidonia in search of food on the upper levels, only to find himself dragged into events unfolding without his knowledge. When the Gauna begin their assault on Sidonia, it's up to Tanikaze—with the help of his fellow soldiers and friends Shizuka Hoshijiro, Izana Shinatose, and Yuhata Midorikawa—to defend humanity's last hope for survival, and defeat their alien foes. Sidonia no Kishi follows Tanikaze as he discovers the world that has been above him his entire life, and becomes the hero Sidonia needs.",Top100+,Top100+,97771,7188,Sidonia no Kishi,https://myanimelist.net/anime/19775/Sidonia_no_Kishi
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,7.69,"Adventure, Sci-Fi, Shounen",Unknown,Special,Short,Old,Toei Animation,Unknown,1045,5185,"Is a summary of the Saga Hades Sanctuary from the perspective of the golden knights resurrected, especially Shura, Camus and Saga.",Top100+,Top100+,4042,3830,,
Dragon Ball Kai (2014),7.69,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Dragon Ball Z Kai:The Final Chapters,TV,Med-long,Recent,Toei Animation,Manga,1058,1164,mastered version of the Majin Buu saga that adheres more to the manga's story.,Top100+,Top100+,73224,7785,Dragon Ball Kai (2014),https://myanimelist.net/anime/22777/Dragon_Ball_Kai_2014
Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",Crest of the Stars,TV,Short-med,Very old,Sunrise,Light novel,1046,2463,"In the distant future, humanity is under attack by the Abh Empire, a race of advanced humanoid beings possessing vastly superior technology. As countless worlds fall to the Abh, mankind establishes the Four Nations Alliance—a resistance faction made up of the United Mankind, the Republic of Greater Alcont, the Federation of Hania, and the People's Sovereign of Union Planets. Seikai no Monshou tells the story of Jinto Linn. When he was young, his father—the president of Martine—sold their world in exchange for a high position in the empire. Now a young count, Jinto must learn the ways of Abh nobility and live among those who subjugated his people. Helping him is Lafiel Abriel, an austere Abh princess whom Jinto quickly befriends. While traveling to Jinto's new school in the Abh homeland, their ship is caught in a violent space battle between the fleets of the Alliance and the Abh. Jinto and Abriel are thrust into the conflict, unaware that this skirmish marks the beginning of a full-scale war between the Abh Empire and mankind.",Top100+,Top100+,16129,257,Seikai no Monshou,https://myanimelist.net/anime/290/Seikai_no_Monshou
Minami-ke,7.69,"Slice of Life, Comedy, School",Unknown,TV,Short-med,Modern,Daume,Manga,1066,983,"The Minami residence is home to three sisters: the strict and diligent eldest sister Haruka; air-headed and lively Kana; and the youngest, Chiaki, whose sharp tongue spares no one. Living without adult supervision, the sisters share the workload of cooking and laundry, as well as the occasional romantic adventure. From combating chronic laziness to hanging out with friends, there is never a boring day in the Minami household.",Top100+,Top100+,64846,2471,Minami-ke,https://myanimelist.net/anime/2963/Minami-ke
Urusei Yatsura,7.69,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Urusei Yatsura,TV,Very long,Very old,"Studio Pierrot, Studio Deen",Manga,1048,2056,"Not much is notable about the lecherous Ataru Moroboshi, but his extraordinary bad luck sticks out like the horns in an alien's head. When Earth is threatened by a fleet of alien invaders known as the Oni, Ataru is selected to represent humanity in a duel against one of them. It's a stroke of rare luck for Ataru that the duel is in fact a game of tag, and that his opponent is Lum, daughter of the Oni's leader, who places her personal dignity above victory—as Ataru finds out by seizing Lum's bikini top and with it, victory. However, misfortune kicks in again when Lum mistakes Ataru's promise to marry his girlfriend, Shinobu Miyake, as the desire to wed Lum herself, and decides she rather likes the idea. Wielding her influence as an alien princess, she moves in with him. Forced to deal with the consequences of his womanizing ways, Ataru must balance his crumbling relationship with Shinobu while keeping Lum happy, all the while flirting with every woman he meets.",Top100+,Top100+,12692,1147,Urusei Yatsura,https://myanimelist.net/anime/1293/Urusei_Yatsura
